Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units,New_Std Value
CHEMBL4870341,Cn1cc(-c2ccc3nc(-c4cnn(CC(C)(C)O)c4)nc(N4CCOC[C@@H]4C4CC4)c3c2)c2cc[nH]c2c1=O,IC50,100.0,nM,100.0
CHEMBL4441706,Cc1cc(-c2cc(NS(C)(=O)=O)ccc2Sc2ccccc2)n2cc[nH]c(=O)c12,IC50,1000.0,nM,1000.0
CHEMBL4869589,CNC(=O)c1cc(Cc2ccccc2)nc(C(=O)NC)c1,IC50,125.89,nM,10039.255
CHEMBL4867556,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc(C(CC#N)c2ccccc2)n1,IC50,31.62,nM,15827.199999999999
CHEMBL4062259,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C)cc43)nn2[C@H]2CCOC2)C1,IC50,7300.0,nM,7300.0
CHEMBL4863255,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc(C(O)c2ccccc2)n1,IC50,19952.62,nM,9986.285
CHEMBL4289367,CC1(C)Oc2cc(NS(=O)(=O)c3cccc(Cl)c3F)ccc2NC1=O,IC50,50000.0,nM,50000.0
CHEMBL4211739,CC(=O)N1c2ccc(-c3cnn(C4COC4)c3)cc2N(C(=O)C2CC2)C[C@@H]1C,IC50,370.0,nM,370.0
CHEMBL4077397,O=C(CCCCOc1ccccc1C(=O)Nc1ncnc2[nH]cnc12)NO,IC50,7400.0,nM,7400.0
CHEMBL4203456,CC(=O)N1c2ccc(-c3cnn(C4CNC4)c3)cc2N(C(=O)C2CC2)C[C@@H]1C,IC50,60.0,nM,60.0
CHEMBL3939676,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2cccc3c2CCC3=O)c2cc[nH]c2c1=O,Ki,17.8,nM,21.8
CHEMBL3953629,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)Nc1ccc(N)cc1)c1nnc(C)n1-2,IC50,119.8,nM,119.8
CHEMBL3815023,CC(c1ccccc1)n1cc(-c2cccc3c2N[C@H](C)CC(=O)N3)cn1,IC50,16000.0,nM,16000.0
CHEMBL4749760,CCc1cc(-c2nnc(O)n2-c2ccc(CN3CCN(CC4CCN(C(=O)C[C@@H]5N=C(c6ccc(Cl)cc6)c6c(sc(C)c6C)-n6c(C)nnc65)CC4)CC3)cc2)c(O)cc1O,IC50,100.0,nM,100.0
CHEMBL4760892,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,Kd,6.7,nM,20.94
CHEMBL4876640,CNC(=O)C(C1CC1)N(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,IC50,50.12,nM,3179.845
CHEMBL3889688,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2cccc(N)c2)c2cc[nH]c2c1=O,Ki,10.9,nM,7.25
CHEMBL4798063,Cc1ccc(-c2cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c3[nH]c(=O)c(C)cc23)s1,IC50,50118.72,nM,25090.91
CHEMBL4780748,Cc1ccsc1-c1cnc(N[C@@H]2CCN(C)C[C@H]2C(=O)NC2CCCCC2)c2[nH]c(=O)c(C)cc12,IC50,31622.78,nM,15861.39
CHEMBL3965536,Cn1cc(-c2nc3cnc(N4CCOCC4)cc3n2Cc2ccccc2)cc(Cl)c1=O,IC50,105.0,nM,105.0
CHEMBL3932909,Cc1cc(-c2nc3cnc(Cl)cc3n2C(C)c2ccccn2)cn(C)c1=O,IC50,650.0,nM,650.0
CHEMBL3912232,Cc1cc(-c2nc3ccc(C#N)cc3n2Cc2ccccc2)cn(C)c1=O,IC50,190.0,nM,190.0
CHEMBL3985294,Cc1cc(-c2nc3cnc(Cl)cc3n2Cc2ccccc2)cn(C)c1=O,IC50,175.0,nM,175.0
CHEMBL3952536,Cc1cc(-c2nc3ccncc3n2Cc2ccccc2)cn(C)c1=O,IC50,60.0,nM,60.0
CHEMBL4747943,Cc1coc(-c2cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c3[nH]c(=O)c(C)cc23)c1,IC50,39.81,nM,9996.215
CHEMBL4747493,Cc1cc2c(-c3cnn(C)c3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,IC50,19952.62,nM,10016.025
CHEMBL4862030,CNC(=O)C(C)N(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(OC)c(=O)n(C)c1,IC50,19952.62,nM,10076.074999999999
CHEMBL4747961,CC(C)NS(=O)(=O)c1ccc(C2CC(=O)N(C)C2)cc1,IC50,134000.0,nM,134000.0
CHEMBL4854416,Cc1noc(C)c1-c1ccn2c(NCC(=O)OC(C)(C)C)c(CCc3ccccc3)nc2c1,IC50,50000.0,nM,50000.0
CHEMBL4877061,Cc1[nH]nc2cc(-c3ccn4c(NC5CCCCC5)c(CCc5ccccc5)nc4c3)ccc12,IC50,510.0,nM,510.0
CHEMBL4861666,Cc1noc2cc(-c3ccn4c(NC5CCCCC5)c(CCc5ccccc5)nc4c3)ccc12,IC50,3020.0,nM,3020.0
CHEMBL4865121,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccn3c2NC(C)(C)C)cc1,IC50,50000.0,nM,50000.0
CHEMBL4861811,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccn3c2NCc2ccccc2)cc1,IC50,8460.0,nM,8460.0
CHEMBL4870369,COc1ccc(CCCc2nc3cc(-c4c(C)noc4C)ccn3c2NC2CCCCC2)cc1Cl,IC50,24530.0,nM,24530.0
CHEMBL4868866,Cc1cncc(-c2cnc(NC3CCN(CCO)CC3)c3[nH]c(=O)c(C)cc23)c1,IC50,2511.89,nM,2511.89
CHEMBL4110697,Cc1[nH][n+](C2CC2)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c(=O)n(C)c1)C2=O,IC50,66.0,nM,66.0
CHEMBL4867905,CCNC(=O)c1cc(Cc2ccccc2)nc(C(=O)NC)c1,IC50,63.1,nM,6326.175
CHEMBL3654316,COc1ncccc1-n1nc2c(c1C)C(c1ccc(F)cc1F)N(c1cc(C)c3nnc(C)n3c1)C2=O,IC50,55.0,nM,55.0
CHEMBL3654269,Cc1nn(C2CNC2)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c(=O)n(C)c1)C2=O,IC50,290.0,nM,290.0
CHEMBL3654326,Cc1nn(C(=O)N(C)C)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c3nnc(C)n3c1)C2=O,IC50,30.0,nM,30.0
CHEMBL3896993,Cn1cc(-c2cc(C(=O)NCC(F)F)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,Ki,4.3,nM,4.8
CHEMBL3973801,Cn1cc(-c2cc(CN[SH](=O)=O)ccc2Oc2ccccc2C(F)(F)F)c2cc[nH]c2c1=O,Ki,16.0,nM,11.75
CHEMBL4778988,Cn1cc(-c2ccc3nc(-c4cnn(CC(C)(C)O)c4)nc(N4CCOC[C@@H]4C4CCCCC4)c3c2)ccc1=O,Kd,25.0,nM,25.0
CHEMBL4466159,Cc1cc(-c2nc3ccccc3n2C(C)C2CCOCC2)cn(C)c1=O,IC50,2511.89,nM,1287.495
CHEMBL4547614,Cc1cc(-c2nc3ccccc3n2CCC2CCOCC2)cn(C)c1=O,IC50,50.12,nM,50.12
CHEMBL4448056,Cc1cc(-c2nc3cc(N4CCOCC4)ccc3n2CC2CCOCC2)cn(C)c1=O,IC50,10.0,nM,10.0
CHEMBL4787024,Cc1noc(C)c1-c1ccc2nc(N3CCC4(CCC(=O)N4C)CC3)nc(N3CCOC[C@@H]3c3ccccc3)c2c1,Kd,51.0,nM,51.0
CHEMBL3781093,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCN(C(=O)OC(C)(C)C)C4)ccc1c23,IC50,1120.0,nM,1120.0
CHEMBL4784210,CCS(=O)(=O)c1ccc(Oc2ccc(C)c(-c3c(C)noc3C)c2)c(-c2cn(C)c(=O)c3cncn23)c1,IC50,254.0,nM,254.0
CHEMBL4851305,CNC(=O)C(C)N(CC(c1ccccc1)c1cccnc1)C(=O)c1cc(C)c(=O)n(C)c1,IC50,50.12,nM,1022.6899999999999
CHEMBL4866132,Cc1cc(C(=O)N(CC(c2ccccc2)c2ccccc2)C(C)CN2CCOCC2)cn(C)c1=O,IC50,3981.07,nM,2000.51
CHEMBL4869378,CNC(=O)C(C)N(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,IC50,2511.89,nM,1268.5049999999999
CHEMBL5084236,CCc1cccc(C)c1NS(=O)(=O)c1cc(-c2c(C)noc2C)ccc1C,IC50,1100.0,nM,5200.0
CHEMBL5093167,CC(C)[C@H]1NC(=O)[C@@H]2Cc3ccccc3[C@H]1N2C(=O)c1cn(C)c(=O)c2[nH]c3ccccc3c12,IC50,31622.78,nM,31622.78
CHEMBL3769979,COc1ccc(-c2cn(C)c(=O)c3cc(C(=O)N4CCN(S(C)(=O)=O)CC4)sc23)cc1OC,IC50,19952.62,nM,19952.62
CHEMBL4852485,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1OC[C@H]2C1CCOCC1,IC50,251.19,nM,10101.904999999999
CHEMBL4861313,CNC(=O)c1cc(C(=O)NCCc2cnn(C)c2)cc2c1OC[C@H]2c1cccc2[nH]ccc12,IC50,15.85,nM,9984.234999999999
CHEMBL4748851,CC(C)N1c2cc(Nc3nccc(-c4ccccc4)n3)ccc2N(C)C(=O)[C@H]1C,IC50,193.5,nM,193.5
CHEMBL4878167,CNC(=O)c1cc(C(=O)N[C@H]2C[C@@H]2C)cc2c1OC[C@H]2c1ccccc1,IC50,15848.93,nM,7929.465
CHEMBL4851125,CNC(=O)c1cc(C(=O)NC2CC2)cc2c1OC[C@H]2c1ccccc1,IC50,15848.93,nM,7934.4400000000005
CHEMBL3942643,CCC(=O)N1CCN(S(=O)(=O)c2cccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)c2)CC1,IC50,18800.0,nM,18800.0
CHEMBL4861542,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc(Cc2ccccc2)n1,IC50,50.12,nM,12584.49
CHEMBL4873232,CNC(=O)c1cc(C(=O)NC2COC2)cc(Cc2ccccc2)n1,IC50,31622.78,nM,15874.335
CHEMBL4860666,CNC(=O)c1cc(C(=O)NC2CCOCC2)cc(Cc2ccccc2)n1,IC50,50118.72,nM,25217.475000000002
CHEMBL4860153,CNC(=O)c1cc(C(=O)NC2CC2)cn([C@@H](C)c2ccccc2)c1=O,IC50,25118.86,nM,13351.875
CHEMBL5087306,Cc1ccc(C)c(Oc2nccc(-c3c(-c4ccc(I)cc4)ncn3C3CCNCC3)n2)c1,IC50,270.0,nM,270.0
CHEMBL4855380,CNC(=O)c1cc(C(=O)NC(C)C)cc(Cc2ccccc2)n1,IC50,794.33,nM,25456.525
CHEMBL4846439,CNC(=O)c1cc(C(=O)N[C@H]2C[C@@H]2C)cc(C(CC#N)c2ccccc2)n1,IC50,19.95,nM,12569.405
CHEMBL4776447,COc1ccc(S(=O)(=O)N2CC3(COC3)C2)cc1NC(=O)c1[nH]c(C)c2c1CCCCC2=O,Kd,150.0,nM,205.0
CHEMBL4216442,COc1cc(C(=O)NC2=CCN(C)C=C2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,IC50,95.0,nM,95.0
CHEMBL4069994,Cc1[nH]c(-c2cc(N)ccc2Oc2ccccc2)c2c1C(=O)CCC2,Ki,210.0,nM,255.0
CHEMBL3924330,CC(=O)N1CCc2c(c(Nc3ccc(-c4cnn(C)c4)cc3)nn2[C@H]2CCOC2)C1,IC50,11000.0,nM,11000.0
CHEMBL3915331,CC(=O)N1CCc2c(c(Nc3ccc(-c4cnn(C)c4)cc3)nn2C2COC2)C1,IC50,11000.0,nM,11000.0
CHEMBL3590382,Cc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCOCC3)c3[nH]c(=O)c(C)cc23)c1,IC50,10000.0,nM,10000.0
CHEMBL4244134,Cc1cncc(-c2ccc(N[C@@H]3CCNC[C@H]3OCC3CCC(F)(F)CC3)c3[nH]c(=O)c(C)cc23)c1,IC50,6309.57,nM,6309.57
CHEMBL4242484,Cc1cncc(-c2cnc(N[C@@H]3C[C@H]4CC[C@H](N4)[C@H]3CCC3CCC(F)(F)CC3)c3[nH]c(=O)c(C)cc23)c1,IC50,5011.87,nM,5011.87
CHEMBL4064204,CCn1c2c(c(=O)[nH]c1=O)C(c1ccc(C)cc1)C1=C(CN(C)C1=O)N2,Ki,2500.0,nM,2500.0
CHEMBL4085767,CCn1c2c(c(=O)n(C)c1=O)C(c1ccc(C)cc1)C1=C(COC1=O)N2,Ki,40000.0,nM,40000.0
CHEMBL4454149,Oc1ccc(CN2CCCCCC2)c2cccnc12,IC50,670.0,nM,670.0
CHEMBL5180376,COc1ccc(-c2nc(SCCc3ccccc3Cl)[nH]c(=O)c2C#N)cc1OC,Ki,7580.0,nM,7580.0
CHEMBL5199297,COc1cc(-c2nc(SCc3ccccc3F)[nH]c(=O)c2C#N)cc(OC)c1OC,Ki,870.0,nM,870.0
CHEMBL1911584,N#Cc1c(O)nc(SCc2ccccc2Cl)nc1-c1ccccc1,Kd,184000.0,nM,98135.0
CHEMBL4446543,CCNC(=O)N1CCSC(c2ccccc2C)CC1,Kd,610000.0,nM,610000.0
CHEMBL4460069,CCN1C(=O)Cc2cc(NS(=O)(=O)C(C)C)ccc21,Kd,37000.0,nM,37000.0
CHEMBL5202850,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)N(CC(=O)c1nc3c(C(N)=O)cccc3[nH]1)C(=O)N2,IC50,132.0,nM,132.0
CHEMBL5169667,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)N(CC(=O)NC(C)(C)c1nc3c(C(N)=O)cccc3[nH]1)C(=O)N2,IC50,102.0,nM,102.0
CHEMBL5174687,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)N(CC(=O)NCc1nc3c(C(N)=O)cccc3[nH]1)C(=O)N2C,IC50,534.0,nM,534.0
CHEMBL4229193,CC(=O)N1c2ccc(-c3ccc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,Kd,4.0,nM,4.0
CHEMBL4783508,CC(=O)Nc1ccc(C(=O)N(C)C)cc1OCc1ccccc1,IC50,50118.72,nM,40870.75
CHEMBL4747281,CC(=O)Nc1ccc(C(=O)NCCCN)cc1OCc1cccc(Cl)c1,IC50,25118.86,nM,14140.57
CHEMBL4751614,CC(=O)Nc1ccc(C(=O)NCCCN)cc1OCc1ccc(C(N)=O)cc1,IC50,50118.72,nM,30059.36
CHEMBL4789456,CC(=O)Nc1ccccc1OCc1ccccc1,IC50,50118.72,nM,37618.79
CHEMBL4080528,CCNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,IC50,20000.0,nM,20000.0
CHEMBL4214660,CC(=O)N1CCc2c(c(-c3ccc(CO)c4ccncc34)nn2C2CCOCC2)C1,IC50,20000.0,nM,20000.0
CHEMBL4217552,COc1ccc(-c2nn(C3CCOCC3)c3c2CN(C(C)=O)CC3)c2cnccc12,IC50,11000.0,nM,11000.0
CHEMBL4207965,CC(=O)N1CCc2c(c(-c3cccc4cc(-c5cnn(C)c5C(F)F)ncc34)nn2C2CCOCC2)C1,IC50,3300.0,nM,3300.0
CHEMBL5206426,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C(=O)CCOCCOCCOCCOCCOCCC(=O)N4CCC(NC(=O)c5ccc(Nc6ncc(C)c(Nc7ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c7)n6)cc5F)CC4)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,Kd,1.6,nM,2.5666666666666664
CHEMBL4167421,COc1ccccc1CN1c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2N(C)C(=O)C1C,IC50,1000.0,nM,1000.0
CHEMBL1968380,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,IC50,25.0,nM,25.0
CHEMBL4645137,Cc1c(Nc2cccc3c2CCN(C)C3)cnn(C)c1=O,IC50,39810.72,nM,39810.72
CHEMBL4648907,O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(N5CCN(c6cccc(C(F)(F)F)c6)CC5)n4)cccc3C2=O)C(=O)N1,IC50,517.0,nM,517.0
CHEMBL5220623,COc1cc2c(cc1OC)[C@@H](C)C(=O)N(C)C=C2,IC50,630.96,nM,394.725
CHEMBL5219089,C[C@H]1C(=O)N(C)C=Cc2cc(CCO)ccc21,IC50,1584.89,nM,991.5
CHEMBL5220426,COc1cc2c(cc1OC)[C@H](C)C(=O)N(C)CC2,IC50,63095.73,nM,110792.52500000001
CHEMBL3814217,CC1CC(=O)Nc2ccccc2C1,IC50,60000.0,nM,60000.0
CHEMBL3828426,CC(=O)Nc1cc2c(cc1OC(C)C)n(C)c(=O)n2C,IC50,50118.72,nM,50118.72
CHEMBL5285272,COc1ccc(CCc2nc3ccc(-c4c(C)noc4C)cc3n2C[C@H](C)N2CCOCC2)cc1Cl,IC50,850.0,nM,850.0
CHEMBL4568862,CCOC(=O)N1CCSC(c2cccs2)CC1,Kd,290000.0,nM,290000.0
CHEMBL5280137,O=c1cc(-c2ccccc2)c2cc(Br)ccc2[nH]1,IC50,10000000.0,nM,10000000.0
CHEMBL5280349,COc1cccc(CNc2cc(=O)[nH]c3ccc(-c4c(C)noc4C)cc23)c1,Kd,95.0,nM,95.0
CHEMBL4741051,CN1CC(c2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1=O,IC50,144000.0,nM,144000.0
CHEMBL4761313,CN1CC(c2ccc(S(=O)(=O)N3CCC[C@H](C(=O)O)C3)cc2)CC1=O,IC50,1960000.0,nM,1960000.0
CHEMBL5290918,Cc1noc2c1-c1ccccc1C(c1ccc(C#N)cc1)=N[C@H]2CC(N)=O,EC50,220.0,nM,157.0
CHEMBL4464145,Cc1nnc2n1-c1ccc(-c3ccc(N)nc3)cc1C(Nc1cc(C3CC3)nn1C)CC2,Ki,376.0,nM,1170.5
CHEMBL5076935,COc1ccc2c(c1)N(CCCNC(=O)c1cccc3c1NCC(C)C(=O)N3)CCC2,Kd,2900.0,nM,3031.1400000000003
CHEMBL3356552,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2N[C@@H](C)c2ccccc2)cc1,IC50,2860.0,nM,2860.0
CHEMBL3356131,Cc1noc(C)c1-c1cccc(C=O)c1,IC50,10100.0,nM,10100.0
CHEMBL4860312,CNC(=O)C(C)N(CC(O)(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,IC50,39.81,nM,649.37
CHEMBL4872527,CNC(=O)C(C1COC1)N(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,IC50,79.43,nM,19945.075
CHEMBL4295154,Cc1noc(C)c1-c1ccc2nc(N3CCN(CCO)CC3)nc(NCc3cccc(Cl)c3)c2c1,Kd,56.0,nM,56.0
CHEMBL4284430,Cc1noc(C)c1-c1ccc2nc(C(=O)NC3CCN(C)CC3)nc(NCc3cccc(Cl)c3)c2c1,Kd,80.0,nM,80.0
CHEMBL4287837,Cc1noc(C)c1-c1ccc2nc(C(=O)NCc3cccnc3)nc(NCc3cccc(Cl)c3)c2c1,Kd,56.0,nM,56.0
CHEMBL4281787,Cc1noc(C)c1-c1ccc2nc(N3CCN(CCN(C)C)CC3)nc(NCc3cncc(Cl)c3)c2c1,Kd,79.0,nM,79.0
CHEMBL4291996,Cc1noc(C)c1-c1ccc2nc(N3CCN(CCN(C)C)CC3)nc(NCc3cc(Cl)ccn3)c2c1,Kd,110.0,nM,110.0
CHEMBL4289669,Cc1noc(C)c1-c1ccc2nc(N3CCN(CCN(C)C)CC3)nc(N[C@@H](CO)c3ccccc3)c2c1,Kd,130.0,nM,130.0
CHEMBL4278335,Cc1noc(C)c1-c1ccc2nc(N3CCN(CCN(C)C)CC3)nc(N3CCC3c3ccccc3)c2c1,Kd,480.0,nM,480.0
CHEMBL5287873,Cc1nc2cc(-c3cc(C(=O)N4CCOCC4)ccc3Oc3ccc(F)cc3F)ccc2[nH]c1=O,IC50,1481.0,nM,1481.0
CHEMBL4285157,COc1ccc(Br)cc1S(=O)(=O)Nc1cc2c(cc1Cl)NC(=O)C(C)(C)O2,IC50,3590.0,nM,3590.0
CHEMBL4288943,CCCCS(=O)(=O)Nc1cnc2c(c1)OC(C)(C)C(=O)N2,IC50,50000.0,nM,50000.0
CHEMBL4282575,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)OC(C)(C)C(=O)N3)cc1,IC50,4630.0,nM,4630.0
CHEMBL3930178,Cc1nnc2c(NC(C)C)nc(-c3nc4cnc(N5CCOCC5)cc4n3Cc3ccc(F)cn3)cn12,IC50,1.0,nM,1.0
CHEMBL4514849,C=CCCN1C(=O)[C@@H](C)N(C2CCCC2)c2nc(Nc3ccc(C(=O)N4CCC(O)CC4)cc3OC)ccc21,IC50,4400.0,nM,4400.0
CHEMBL4466613,COc1cc(C(=O)N2CCC(O)CC2)ccc1Nc1ccc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,IC50,47.0,nM,47.0
CHEMBL3650921,COc1ncccc1-n1nc(C)c2c1C(=O)N(c1cc(Cl)c(=O)n(C)c1)C2c1ccc(Cl)cc1,IC50,79.0,nM,79.0
CHEMBL4585758,Cc1noc(C)c1-c1cc(-c2c(-c3ccccc3)n[nH]c2C)c2nc(C3CC3)[nH]c2c1,IC50,84.0,nM,81.5
CHEMBL4757429,Cc1ccc(-c2cn(C)c(=O)c3[nH]c(C(=O)NCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)cc1,IC50,61.0,nM,91.45
CHEMBL4753908,CC(C)Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NCc3ccc(C(=O)NO)cc3)cc12,IC50,31.3,nM,20.65
CHEMBL3108801,Cc1nnc2c3ccccc3c(-c3ccc(N4CCOCC4)c(NS(=O)(=O)c4ccccc4Cl)c3)nn12,IC50,158.49,nM,158.49
CHEMBL3108781,Cc1ccc(-c2nn3c(C)nnc3c3ccccc23)cc1S(=O)(=O)N(C)C,IC50,1258.93,nM,1258.93
CHEMBL4784451,Cc1cc2c(-c3cccs3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,IC50,15.85,nM,1998.46
CHEMBL4778637,Cc1cc2ccnc(N[C@@H]3CCNC[C@@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,IC50,50118.72,nM,27565.295000000002
CHEMBL4765129,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3C(=O)NCC(C)C)c2[nH]c1=O,IC50,50118.72,nM,26056.99
CHEMBL4462005,Cc1cc(-c2cc(S(=O)(=O)NC(C)(C)C)cnc2Oc2ccc(F)cc2F)n2cc[nH]c(=O)c12,IC50,788.0,nM,633.0
CHEMBL3828357,COc1ccccc1C(=O)Nc1cc2c(cc1C1=CCNCC1)n(C)c(=O)n2C,IC50,50118.72,nM,50118.72
CHEMBL4786155,COCCn1c(-c2cc(Br)c3onc(C)c3c2)nc2ccc(N3CCOCC3)cc21,IC50,20000.0,nM,20000.0
CHEMBL4783720,CCOC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,IC50,631.0,nM,631.0
CHEMBL2431087,Cc1noc2c1-c1sc(C)c(C)c1C(C1CCOCC1)=N[C@H]2CC(N)=O,IC50,6200.0,nM,6200.0
CHEMBL2431092,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-c2c(C)noc21,IC50,2100.0,nM,2100.0
CHEMBL2431088,Cc1noc(N)c1-c1ccccc1,IC50,33000.0,nM,41000.0
CHEMBL4878095,COCC(COC)N(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,IC50,7.943,nM,1259.9165
CHEMBL188678,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,IC50,1000.0,nM,1000.0
CHEMBL472212,CN(c1ccccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,Kd,445.0,nM,445.0
CHEMBL4643660,CNC(=O)c1cc(C(=O)NC2CC2)cc2c1O[C@H](C)[C@H]2c1ccccc1,IC50,12.59,nM,9982.605
CHEMBL2094636,O=C(CCc1ccccc1)N/N=C/c1ccc(O)c2ncccc12,IC50,4300.0,nM,4300.0
CHEMBL5075046,Cc1noc(C)c1-c1cc(C(N)=O)c2c3ccc(C(C)(C)O)cc3n([C@@H](c3ccccc3)C3CCOCC3)c2c1,IC50,5.4,nM,5.4
CHEMBL3928297,Cc1cc(-c2nc3cc(N4CCOCC4)cnc3n2Cc2ccccc2)cn(C)c1=O,IC50,32.0,nM,32.0
CHEMBL3944742,Cc1cc(-c2nc3ccc(N4CCOCC4)cc3n2Cc2ccccc2)cn(C)c1=O,IC50,19.0,nM,19.0
CHEMBL3901283,Cc1cc(-c2nc3cc(N4CCN(C)CC4)cnc3n2Cc2ccccc2)cn(C)c1=O,IC50,23.0,nM,23.0
CHEMBL4078047,COc1ccccc1C(=O)Nc1cc2cc(C)c(=O)n(C)c2cc1N1CCCC1,IC50,4600.0,nM,4600.0
CHEMBL3912735,CCOc1cc(=O)n(C)cc1-c1cc(NCCCn2cccn2)ccc1Oc1ccc(F)cc1F,Ki,991.0,nM,527.1
CHEMBL3933638,CCOc1cc(=O)n(C)cc1-c1cc(NCc2cncn2C)ccc1Oc1ccc(F)cc1F,Ki,731.0,nM,517.5
CHEMBL3927729,CCS(=O)(=O)c1ccc(OC2CCSCC2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,Ki,1.2,nM,1.2
CHEMBL3928531,CC(=O)N1CCc2c(c(Nc3cccc(C)c3)nn2CCC#N)C1,IC50,20000.0,nM,20000.0
CHEMBL3813915,CC[C@@H](NC(=O)c1cccc2c1N[C@H](C)CC(=O)N2)c1cnco1,IC50,20000.0,nM,20000.0
CHEMBL3813713,C[C@@H]1CC(=O)Nc2cccc(C(=O)N[C@H](C)c3ccccc3)c2N1,IC50,44000.0,nM,44000.0
CHEMBL3813731,C[C@@H]1CC(=O)Nc2ccc(OCc3cccnc3)cc2O1,IC50,3500.0,nM,3500.0
CHEMBL3814772,C[C@@H]1CC(=O)Nc2ccc(O[C@H](C)c3ccccc3)cc2N1,IC50,8500.0,nM,8500.0
CHEMBL3813701,CC[C@@H]1CC(=O)Nc2ccccc2N1,IC50,200000.0,nM,200000.0
CHEMBL3813958,CC1(C)CC(=O)Nc2ccccc2N1,IC50,200000.0,nM,200000.0
CHEMBL2142704,CC1CC(=O)Nc2ccccc2N1,IC50,220000.0,nM,220000.0
CHEMBL4590925,Oc1ccc(CN2CCn3c(nnc3C(F)(F)F)C2)c2cccnc12,IC50,68.0,nM,68.0
